,id,frequency
4055,"(1096, 34352)",1
4056,"(1385, 64697)",1
4057,"(3645, 64290)",1
4058,"(399, 64291)",2
4059,"(861, 63364)",1
4060,"(332, 64878)",1
4061,"(5121, 44388)",1
4062,"(10066, 34367)",1
4063,"(7542, 34367)",1
4064,"(6777, 63875)",1
4065,"(13324, 3154)",1
4066,"(1427, 64982)",1
4067,"(2681, 63769)",3
4068,"(3445, 3079)",3
4069,"(3239, 3437)",1
4070,"(3052, 3553)",1
4071,"(4268, 3439)",1
4072,"(9330, 66125)",1
4073,"(2026, 3577)",1
4074,"(7334, 52289)",4
4075,"(13764, 3614)",1
4076,"(5607, 3373)",1
4077,"(10033, 52232)",1
4078,"(3201, 63777)",1
4079,"(5613, 3576)",1
4080,"(10271, 3404)",1
4081,"(10244, 3351)",1
4082,"(2681, 64105)",1
4083,"(656, 64510)",1
4084,"(5381, 64510)",1
4085,"(399, 44151)",1
4086,"(1841, 64982)",2
4087,"(4969, 52211)",1
4088,"(211, 66639)",1
4089,"(211, 3562)",1
4090,"(211, 3581)",1
4091,"(8103, 3104)",1
4092,"(6524, 3350)",1
4093,"(9901, 19079)",1
4094,"(9901, 56698)",1
4095,"(11366, 19079)",1
4096,"(11366, 56698)",1
4097,"(4342, 26871)",1
4098,"(10253, 66141)",1
4099,"(332, 10316)",1
4100,"(2026, 10316)",1
4101,"(9248, 34452)",1
4102,"(9248, 66554)",1
4103,"(10051, 52206)",1
4104,"(1723, 65993)",1
4105,"(10223, 3631)",1
4106,"(2947, 3119)",1
4107,"(4745, 65912)",1
4108,"(4889, 3505)",1
4109,"(9337, 44366)",1
4110,"(5301, 3087)",1
4111,"(6245, 64105)",1
4112,"(6245, 65242)",1
4113,"(3103, 3379)",1
4114,"(9396, 3379)",1
4115,"(10259, 3379)",1
4116,"(10260, 3379)",1
4117,"(2681, 63971)",5
4118,"(13702, 3119)",1
4119,"(7963, 3154)",1
4120,"(928, 3097)",1
4121,"(211, 3558)",2
4122,"(2891, 3415)",1
4123,"(6170, 63420)",1
4124,"(8668, 3466)",1
4125,"(13671, 3094)",1
4126,"(517, 3373)",1
4127,"(5998, 3135)",1
4128,"(744, 3471)",1
4129,"(5542, 3605)",1
4130,"(2681, 52232)",7
4131,"(2379, 66128)",1
4132,"(2499, 62747)",2
4133,"(10118, 66102)",1
4134,"(2681, 3106)",1
4135,"(332, 52330)",1
4136,"(4889, 3492)",1
4137,"(7150, 3443)",1
4138,"(7476, 66103)",1
4139,"(399, 65936)",2
4140,"(4889, 3100)",1
4141,"(77, 3504)",1
4142,"(3052, 64634)",1
4143,"(3052, 64946)",1
4144,"(2026, 3616)",1
4145,"(2681, 3616)",1
4146,"(6720, 64722)",1
4147,"(10192, 3097)",1
4148,"(3474, 3505)",1
4149,"(399, 3592)",1
4150,"(210, 3149)",1
4151,"(2549, 3149)",1
4152,"(2681, 3149)",1
4153,"(5412, 3149)",1
4154,"(744, 65006)",2
4155,"(2280, 65006)",1
4156,"(10477, 64486)",1
4157,"(3527, 15323)",1
4158,"(8311, 44270)",3
4159,"(8482, 66225)",1
4160,"(5447, 3646)",1
4161,"(5243, 44272)",1
4162,"(5619, 44272)",3
4163,"(6719, 8642)",1
4164,"(756, 3694)",2
4165,"(1398, 3694)",1
4166,"(1517, 3694)",1
4167,"(1526, 3694)",1
4168,"(3474, 66215)",1
4169,"(10768, 3700)",1
4170,"(2550, 26671)",1
4171,"(5424, 3712)",1
4172,"(5433, 66198)",1
4173,"(2194, 19135)",1
4174,"(717, 19046)",1
4175,"(10554, 44270)",1
4176,"(669, 22824)",1
4177,"(3101, 16690)",2
4178,"(8907, 66115)",1
4179,"(1178, 3314)",1
4180,"(4574, 19152)",2
4181,"(12548, 64198)",1
4182,"(10655, 3237)",1
4183,"(5383, 22814)",1
4184,"(6084, 63730)",1
4185,"(1218, 3278)",1
4186,"(621, 3240)",1
4187,"(10748, 66234)",1
4188,"(5941, 19099)",1
4189,"(2681, 10323)",1
4190,"(8495, 66158)",1
4191,"(10518, 8672)",1
4192,"(2169, 3216)",1
4193,"(1544, 15302)",2
4194,"(2681, 26673)",4
4195,"(3474, 8633)",1
4196,"(2169, 3641)",1
4197,"(669, 19157)",1
4198,"(10604, 22824)",1
4199,"(2561, 64857)",1
4200,"(4544, 64857)",1
4201,"(6243, 64857)",1
4202,"(9942, 64857)",1
4203,"(13910, 64857)",1
4204,"(13911, 64857)",1
4205,"(13912, 64857)",1
4206,"(5619, 8633)",1
4207,"(7895, 64236)",1
4208,"(2972, 16694)",1
4209,"(10410, 15301)",1
4210,"(2681, 66217)",14
4211,"(2361, 38403)",1
4212,"(2710, 38403)",1
4213,"(4424, 38403)",1
4214,"(6451, 38403)",2
4215,"(9516, 38403)",1
4216,"(10794, 38403)",1
4217,"(10795, 38403)",1
4218,"(10797, 38403)",1
4219,"(10798, 38403)",1
4220,"(10799, 38403)",1
4221,"(10800, 38403)",1
4222,"(10803, 38403)",1
4223,"(13992, 38403)",1
4224,"(14001, 38403)",1
4225,"(77, 19049)",3
4226,"(518, 26669)",2
4227,"(10393, 22814)",1
4228,"(10743, 19250)",1
4229,"(4460, 63738)",1
4230,"(10578, 44269)",1
4231,"(4567, 63815)",1
4232,"(5708, 19140)",1
4233,"(91, 4282)",1
4234,"(10624, 22827)",1
4235,"(10521, 16694)",1
4236,"(2026, 34701)",2
4237,"(10732, 4282)",1
4238,"(2681, 66216)",8
4239,"(984, 64972)",1
4240,"(5613, 64972)",1
4241,"(6187, 64972)",1
4242,"(1572, 3665)",1
4243,"(6393, 19063)",1
4244,"(10394, 15301)",1
4245,"(10395, 15301)",1
4246,"(10396, 15301)",1
4247,"(399, 3681)",1
4248,"(4842, 65238)",1
4249,"(4842, 65239)",1
4250,"(4842, 65240)",1
4251,"(4843, 65238)",1
4252,"(4843, 65239)",1
4253,"(4843, 65240)",1
4254,"(10756, 3692)",1
4255,"(3627, 3696)",1
4256,"(10513, 19081)",1
4257,"(6720, 4195)",1
4258,"(6720, 15304)",1
4259,"(6720, 63570)",1
4260,"(2026, 3692)",1
4261,"(1781, 3665)",1
4262,"(2681, 3688)",2
4263,"(3474, 3688)",1
4264,"(2681, 15338)",3
4265,"(6725, 3682)",2
4266,"(8483, 3682)",2
4267,"(6519, 19068)",1
4268,"(10792, 22816)",1
4269,"(10793, 22816)",1
4270,"(10742, 66185)",1
4271,"(10742, 66186)",1
4272,"(10742, 66187)",1
4273,"(10742, 66188)",1
4274,"(2681, 19063)",6
4275,"(399, 34729)",1
4276,"(984, 3690)",1
4277,"(2483, 34729)",1
4278,"(2964, 3690)",1
4279,"(11504, 3704)",1
4280,"(3456, 19129)",1
4281,"(6821, 19129)",1
4282,"(6821, 19164)",1
4283,"(6439, 64234)",1
4284,"(6720, 44268)",1
4285,"(10416, 15307)",1
4286,"(3514, 19050)",2
4287,"(3515, 19067)",1
4288,"(1527, 3314)",2
4289,"(503, 19166)",2
4290,"(5941, 38402)",1
4291,"(2434, 66209)",1
4292,"(2681, 19092)",1
4293,"(9337, 3275)",1
4294,"(9337, 66208)",2
4295,"(6170, 8633)",2
4296,"(10804, 22817)",1
4297,"(5242, 63286)",1
4298,"(5301, 64761)",1
4299,"(6500, 19079)",1
4300,"(1045, 16693)",1
4301,"(5092, 3681)",2
4302,"(8098, 66199)",1
4303,"(4966, 3487)",1
4304,"(10390, 22814)",1
4305,"(10594, 19164)",1
4306,"(6854, 64725)",1
4307,"(6854, 64902)",1
4308,"(6854, 64903)",1
4309,"(7937, 64902)",2
4310,"(10563, 44270)",1
4311,"(5597, 63730)",1
4312,"(211, 64593)",2
4313,"(3445, 64593)",1
4314,"(10128, 65023)",2
4315,"(984, 56476)",1
4316,"(2681, 66181)",1
4317,"(9118, 66181)",1
4318,"(9118, 66262)",1
4319,"(91, 66239)",1
4320,"(658, 66239)",1
4321,"(2681, 15341)",3
4322,"(9029, 15333)",1
4323,"(2681, 66192)",6
4324,"(3474, 66192)",1
4325,"(1994, 15307)",1
4326,"(3101, 19133)",1
4327,"(120, 64538)",1
4328,"(13959, 26861)",1
4329,"(944, 65047)",1
4330,"(10523, 65048)",1
4331,"(399, 19081)",1
4332,"(5244, 44272)",1
4333,"(13249, 16691)",1
4334,"(13832, 16691)",1
4335,"(2084, 66243)",1
4336,"(2084, 66244)",1
4337,"(5301, 15334)",1
4338,"(5648, 19103)",1
4339,"(5649, 19103)",1
4340,"(3066, 63571)",2
4341,"(8334, 22816)",1
4342,"(7186, 22818)",1
4343,"(3281, 63204)",2
4344,"(13938, 63730)",1
4345,"(3474, 19073)",2
4346,"(10508, 19080)",1
4347,"(2681, 19104)",4
4348,"(960, 22807)",1
4349,"(6298, 26670)",2
4350,"(10092, 19085)",1
4351,"(1606, 65164)",1
4352,"(10350, 67612)",2
4353,"(77, 66215)",2
4354,"(5613, 63695)",1
4355,"(6170, 19073)",1
4356,"(142, 66215)",1
4357,"(10538, 64198)",1
4358,"(3341, 63403)",1
4359,"(4531, 63403)",1
4360,"(4531, 63404)",1
4361,"(1096, 3234)",1
4362,"(947, 8625)",2
4363,"(3175, 19133)",1
4364,"(2120, 15316)",2
4365,"(10421, 8633)",1
4366,"(8177, 65278)",1
4367,"(2681, 34701)",2
4368,"(9118, 66171)",3
4369,"(399, 19068)",4
4370,"(2681, 2135)",1
4371,"(4952, 15329)",1
4372,"(8881, 66247)",2
4373,"(77, 66154)",2
4374,"(8268, 66179)",2
4375,"(8268, 66180)",2
4376,"(6331, 19068)",1
4377,"(77, 63695)",1
4378,"(6500, 19068)",1
4379,"(10495, 19067)",1
4380,"(732, 8665)",1
4381,"(732, 63188)",1
4382,"(10487, 19063)",2
4383,"(3352, 19059)",2
4384,"(9118, 66170)",1
4385,"(4539, 64907)",1
4386,"(77, 64149)",2
4387,"(5619, 19068)",1
4388,"(77, 19059)",1
4389,"(77, 64643)",1
4390,"(2026, 64644)",1
4391,"(8340, 65965)",1
4392,"(9118, 66172)",1
4393,"(9118, 66173)",1
4394,"(2026, 64634)",1
4395,"(648, 19061)",1
4396,"(2604, 19061)",1
4397,"(2903, 19061)",1
4398,"(3177, 19061)",1
4399,"(3590, 19061)",1
4400,"(5542, 19061)",1
4401,"(10486, 19061)",1
4402,"(77, 19050)",1
4403,"(10481, 19060)",1
4404,"(91, 19063)",1
4405,"(10496, 19067)",1
4406,"(13310, 63286)",1
4407,"(4574, 66223)",2
4408,"(5619, 66223)",1
4409,"(2681, 63102)",8
4410,"(10485, 19061)",1
4411,"(1045, 19066)",1
4412,"(3474, 19066)",1
4413,"(2950, 19080)",1
4414,"(2681, 19107)",1
4415,"(4460, 30527)",1
4416,"(3102, 65563)",1
4417,"(7703, 63752)",1
4418,"(1837, 16690)",1
4419,"(1838, 16690)",1
4420,"(1839, 16690)",1
4421,"(399, 19079)",1
4422,"(984, 22806)",1
4423,"(399, 8660)",1
4424,"(7937, 67874)",2
4425,"(2026, 3656)",1
4426,"(3352, 3656)",1
4427,"(6376, 19066)",1
4428,"(658, 19066)",1
4429,"(1994, 3649)",1
4430,"(2105, 19063)",1
4431,"(2681, 22817)",2
4432,"(8287, 22820)",1
4433,"(14016, 22820)",1
4434,"(6842, 63162)",1
4435,"(1473, 3350)",1
4436,"(7210, 3350)",1
4437,"(7210, 3354)",1
4438,"(9337, 3350)",1
4439,"(9337, 3354)",1
4440,"(10817, 3350)",1
4441,"(4740, 65225)",1
4442,"(10643, 3641)",1
4443,"(4267, 63755)",1
4444,"(2681, 63759)",2
4445,"(332, 19049)",1
4446,"(4969, 64139)",1
4447,"(3474, 15338)",1
4448,"(13924, 3649)",1
4449,"(2681, 44265)",1
4450,"(8976, 3704)",1
4451,"(6922, 19106)",6
4452,"(5542, 3706)",1
4453,"(5542, 63758)",1
4454,"(9868, 26669)",1
4455,"(508, 3663)",1
4456,"(3474, 15302)",2
4457,"(890, 52408)",1
4458,"(928, 52408)",1
4459,"(931, 52408)",1
4460,"(1045, 52408)",1
4461,"(1153, 52408)",1
4462,"(1392, 52408)",1
4463,"(1994, 52408)",3
4464,"(2720, 52408)",1
4465,"(3474, 52408)",1
4466,"(5538, 52408)",1
4467,"(6140, 52408)",1
4468,"(6437, 52408)",1
4469,"(7932, 52408)",1
4470,"(8483, 52408)",1
4471,"(9606, 52408)",1
4472,"(10940, 52408)",1
4473,"(13502, 52408)",1
4474,"(13845, 52408)",1
4475,"(13846, 52408)",1
4476,"(13847, 52408)",1
4477,"(414, 66217)",2
4478,"(2681, 66215)",3
4479,"(460, 22816)",2
4480,"(10786, 22816)",1
4481,"(15862, 22816)",1
4482,"(399, 3665)",1
4483,"(13843, 19063)",1
4484,"(387, 16691)",1
4485,"(7437, 26668)",1
4486,"(2681, 15313)",1
4487,"(2681, 8627)",1
4488,"(3474, 8627)",1
4489,"(658, 19074)",1
4490,"(2026, 3646)",1
4491,"(332, 3711)",1
4492,"(2031, 3245)",1
4493,"(2681, 19109)",1
4494,"(77, 15332)",1
4495,"(518, 16694)",1
4496,"(77, 64225)",1
4497,"(744, 19133)",1
4498,"(861, 66053)",1
4499,"(2089, 15332)",1
4500,"(2089, 16694)",1
4501,"(11990, 15332)",2
4502,"(11990, 16694)",2
4503,"(2361, 22817)",1
4504,"(2361, 26670)",1
4505,"(1218, 63313)",1
4506,"(98, 63695)",1
4507,"(5087, 15311)",1
4508,"(2681, 3245)",1
4509,"(211, 19058)",1
4510,"(10463, 26671)",1
4511,"(3077, 19106)",3
4512,"(8289, 19106)",3
4513,"(997, 19079)",3
4514,"(5696, 2050)",1
4515,"(5087, 64198)",1
4516,"(711, 15304)",1
4517,"(10807, 19133)",1
4518,"(10066, 3641)",1
4519,"(135, 19060)",1
4520,"(5058, 19060)",1
4521,"(6869, 44272)",2
4522,"(10572, 19129)",1
4523,"(10573, 19129)",1
4524,"(11122, 19129)",1
4525,"(658, 26867)",1
4526,"(960, 26867)",1
4527,"(2026, 26867)",1
4528,"(3352, 26867)",1
4529,"(5092, 26867)",1
4530,"(6035, 26867)",1
4531,"(5429, 64234)",1
4532,"(10494, 19066)",1
4533,"(1994, 19134)",1
4534,"(4745, 19091)",1
4535,"(4541, 66226)",1
4536,"(9548, 66224)",1
4537,"(9548, 66226)",1
4538,"(984, 19085)",1
4539,"(2681, 22816)",3
4540,"(5995, 26669)",1
4541,"(10499, 19073)",1
4542,"(13852, 19073)",1
4543,"(3398, 19085)",1
4544,"(2681, 19112)",4
4545,"(10500, 19073)",1
4546,"(10017, 64234)",1
4547,"(387, 2050)",1
4548,"(2681, 19100)",2
4549,"(1473, 3216)",1
4550,"(3190, 64149)",1
4551,"(6500, 63753)",1
4552,"(10814, 19138)",1
4553,"(1876, 15340)",1
4554,"(9646, 19092)",1
4555,"(3474, 63402)",1
4556,"(1096, 3274)",1
4557,"(6523, 63763)",1
4558,"(6991, 63763)",1
4559,"(522, 2130)",1
4560,"(861, 19096)",1
4561,"(414, 66215)",1
4562,"(2026, 66215)",1
4563,"(2705, 19050)",2
4564,"(7447, 19067)",1
4565,"(4460, 3485)",2
4566,"(77, 19066)",5
4567,"(984, 52408)",1
4568,"(9548, 3616)",1
4569,"(332, 63287)",1
4570,"(332, 64149)",1
4571,"(778, 64149)",1
4572,"(779, 63287)",1
4573,"(10392, 15304)",1
4574,"(10392, 22814)",1
4575,"(10392, 63570)",1
4576,"(3474, 66216)",3
4577,"(5619, 66010)",1
4578,"(3474, 66217)",4
4579,"(13976, 3707)",1
4580,"(13977, 3707)",1
4581,"(13853, 19075)",1
4582,"(6163, 66687)",1
4583,"(10767, 3699)",1
4584,"(5690, 19091)",2
4585,"(13001, 65129)",2
4586,"(10726, 63743)",1
4587,"(3101, 19129)",1
4588,"(211, 19066)",1
4589,"(2401, 19066)",1
4590,"(5613, 19066)",1
4591,"(6331, 19066)",1
4592,"(10840, 64089)",1
4593,"(399, 63817)",1
4594,"(908, 4257)",2
4595,"(1085, 4257)",1
4596,"(2374, 64329)",1
4597,"(2681, 4246)",2
4598,"(8331, 63600)",1
4599,"(2864, 4221)",1
4600,"(6879, 63823)",1
4601,"(7599, 63664)",1
4602,"(2681, 2618)",4
4603,"(3474, 2618)",2
4604,"(6483, 22829)",1
4605,"(8731, 63687)",1
4606,"(3445, 44236)",1
4607,"(1225, 26703)",1
4608,"(1225, 63627)",1
4609,"(2112, 15375)",1
4610,"(2650, 15375)",1
4611,"(2695, 15375)",2
4612,"(2803, 15375)",1
4613,"(984, 19189)",1
4614,"(1994, 63608)",1
4615,"(2035, 2617)",1
4616,"(4479, 8694)",1
4617,"(14115, 8694)",1
4618,"(2870, 4218)",1
4619,"(506, 2620)",1
4620,"(4889, 4215)",1
4621,"(8187, 2632)",1
4622,"(5301, 63605)",1
4623,"(518, 64964)",1
4624,"(3474, 872)",2
4625,"(6688, 63592)",1
4626,"(14052, 44265)",1
4627,"(10966, 4232)",1
4628,"(13899, 22831)",1
4629,"(10625, 26694)",1
4630,"(2681, 64067)",2
4631,"(3474, 64067)",2
4632,"(2681, 4220)",2
4633,"(2681, 63693)",1
4634,"(2681, 63829)",5
4635,"(8103, 19189)",1
4636,"(10957, 15353)",1
4637,"(4786, 19156)",1
4638,"(4991, 2687)",1
4639,"(11001, 2687)",1
4640,"(9504, 26694)",1
4641,"(2681, 19195)",1
4642,"(2681, 63649)",1
4643,"(984, 4260)",2
4644,"(7504, 63668)",1
4645,"(908, 4239)",1
4646,"(658, 19202)",1
4647,"(1309, 4216)",1
4648,"(3474, 63651)",2
4649,"(5301, 63651)",1
4650,"(9250, 63339)",1
4651,"(77, 63911)",3
4652,"(333, 2681)",1
4653,"(2681, 2626)",3
4654,"(1994, 8686)",1
4655,"(2681, 15361)",2
4656,"(7525, 2619)",1
4657,"(622, 63829)",1
4658,"(3474, 63829)",2
4659,"(2864, 2656)",1
4660,"(399, 22829)",1
4661,"(908, 63340)",1
4662,"(2681, 15364)",7
4663,"(10927, 26696)",1
4664,"(10014, 66380)",1
4665,"(2681, 38406)",2
4666,"(399, 64289)",1
4667,"(4989, 2687)",1
4668,"(928, 64329)",1
4669,"(1793, 15364)",1
4670,"(3474, 15364)",2
4671,"(765, 2332)",1
4672,"(10845, 63591)",1
4673,"(1087, 2531)",1
4674,"(8728, 63664)",1
4675,"(404, 8654)",1
4676,"(10990, 8695)",1
4677,"(399, 63911)",1
4678,"(2681, 4243)",1
4679,"(5301, 15354)",1
4680,"(11819, 19185)",2
4681,"(6642, 4232)",1
4682,"(10872, 64250)",1
4683,"(5944, 4263)",1
4684,"(2405, 4263)",2
4685,"(5953, 4263)",1
4686,"(5940, 4263)",1
4687,"(6465, 4263)",1
4688,"(6468, 4263)",1
4689,"(6510, 4263)",1
4690,"(6511, 4263)",1
4691,"(10558, 4263)",1
4692,"(11015, 2630)",1
4693,"(11016, 2630)",1
4694,"(11017, 2630)",1
4695,"(11018, 2630)",1
4696,"(11019, 2630)",1
4697,"(11029, 4263)",1
4698,"(11030, 4263)",1
4699,"(11031, 4263)",1
4700,"(11032, 4263)",1
4701,"(11033, 4263)",1
4702,"(11034, 4263)",1
4703,"(11035, 4263)",1
4704,"(11036, 4263)",1
4705,"(11037, 4263)",1
4706,"(11038, 4263)",1
4707,"(11039, 4263)",1
4708,"(11040, 4263)",1
4709,"(11041, 4263)",1
4710,"(11042, 4263)",1
4711,"(11043, 4263)",1
4712,"(11045, 4263)",1
4713,"(11046, 4263)",1
4714,"(9500, 63585)",1
4715,"(2026, 64757)",1
4716,"(3331, 64089)",1
4717,"(12710, 64089)",1
4718,"(1994, 63728)",1
4719,"(2681, 65096)",6
4720,"(3474, 63553)",1
4721,"(928, 66371)",1
4722,"(77, 66265)",2
4723,"(10974, 63817)",1
4724,"(3474, 64364)",1
4725,"(6754, 63642)",2
4726,"(5301, 34710)",1
4727,"(5649, 34758)",1
4728,"(3474, 68004)",1
4729,"(3268, 56687)",1
4730,"(3268, 66369)",2
4731,"(4097, 56699)",1
4732,"(4097, 66368)",1
4733,"(5301, 63673)",1
4734,"(3474, 63840)",1
4735,"(2165, 63817)",1
4736,"(5301, 26682)",1
4737,"(5301, 2654)",1
4738,"(77, 64329)",2
4739,"(77, 63603)",2
4740,"(984, 63600)",1
4741,"(10960, 4220)",1
4742,"(3530, 15353)",1
4743,"(2741, 2685)",1
4744,"(2681, 4256)",5
4745,"(8675, 26686)",1
4746,"(1045, 63561)",1
4747,"(3474, 63620)",1
4748,"(1045, 2633)",1
4749,"(890, 66260)",1
4750,"(7008, 62952)",1
4751,"(14116, 2633)",1
4752,"(10839, 64785)",1
4753,"(585, 66125)",1
4754,"(6170, 15384)",3
4755,"(10237, 63286)",1
4756,"(77, 66264)",1
4757,"(8337, 2642)",1
4758,"(732, 22836)",1
4759,"(2046, 63660)",1
4760,"(2681, 15369)",1
4761,"(908, 38406)",1
4762,"(685, 15356)",1
4763,"(7139, 63643)",1
4764,"(5649, 2626)",1
4765,"(2681, 15374)",2
4766,"(6725, 63828)",1
4767,"(3474, 8691)",2
4768,"(14122, 8695)",1
4769,"(12425, 64337)",1
4770,"(861, 2609)",1
4771,"(3872, 64337)",1
4772,"(5301, 2633)",1
4773,"(123, 2652)",1
4774,"(211, 2652)",3
4775,"(5301, 2653)",1
4776,"(6200, 63664)",1
4777,"(11007, 66271)",1
4778,"(1309, 2618)",1
4779,"(2681, 8691)",3
4780,"(3474, 63616)",1
4781,"(10908, 19156)",1
4782,"(6524, 26682)",1
4783,"(3474, 2477)",1
4784,"(2642, 8695)",1
4785,"(10965, 63617)",1
4786,"(14072, 19173)",1
4787,"(3474, 4241)",1
4788,"(3474, 8687)",5
4789,"(2026, 63911)",1
4790,"(2421, 34713)",1
4791,"(707, 63593)",1
4792,"(1364, 62951)",1
4793,"(10955, 63610)",1
4794,"(399, 19165)",1
4795,"(928, 63553)",1
4796,"(2951, 63665)",1
4797,"(14098, 65026)",1
4798,"(6520, 2642)",1
4799,"(5648, 65427)",1
4800,"(522, 34710)",1
4801,"(10862, 63593)",1
4802,"(10844, 63591)",1
4803,"(2681, 63656)",1
4804,"(6973, 64963)",1
4805,"(5301, 65021)",1
4806,"(5648, 65016)",1
4807,"(9395, 2632)",1
4808,"(2819, 22829)",1
4809,"(8384, 26694)",1
4810,"(5613, 65094)",1
4811,"(2681, 15318)",1
4812,"(3474, 15318)",1
4813,"(15862, 64785)",1
4814,"(10999, 63688)",1
4815,"(3512, 66330)",2
4816,"(5613, 66331)",1
4817,"(1439, 63831)",2
4818,"(4949, 63911)",1
4819,"(5935, 19185)",1
4820,"(3199, 15374)",1
4821,"(2681, 22839)",1
4822,"(9029, 64760)",1
4823,"(9778, 64738)",1
4824,"(9778, 64741)",1
4825,"(9778, 64760)",1
4826,"(14028, 64089)",1
4827,"(8699, 2531)",1
4828,"(6170, 4234)",1
4829,"(2681, 63590)",1
4830,"(2681, 63636)",1
4831,"(9653, 63688)",1
4832,"(10998, 63688)",1
4833,"(14128, 63687)",1
4834,"(12106, 19209)",1
4835,"(8732, 63685)",1
4836,"(11649, 63685)",1
4837,"(14123, 63685)",1
4838,"(6880, 63355)",1
4839,"(2681, 34698)",1
4840,"(6794, 65975)",1
4841,"(5450, 30546)",1
4842,"(5450, 26722)",1
4843,"(4763, 26703)",1
4844,"(11316, 66431)",1
4845,"(3009, 66353)",1
4846,"(2681, 22848)",6
4847,"(3474, 22848)",1
4848,"(7599, 56441)",3
4849,"(2353, 66308)",1
4850,"(6831, 15377)",1
4851,"(7224, 63020)",1
4852,"(928, 2794)",1
4853,"(2681, 2794)",3
4854,"(3474, 2744)",1
4855,"(3474, 2794)",2
4856,"(2681, 65914)",3
4857,"(634, 26740)",1
4858,"(5087, 26740)",1
4859,"(8982, 26740)",1
4860,"(211, 26745)",1
4861,"(2681, 65912)",7
4862,"(5608, 22867)",1
4863,"(5087, 26745)",2
4864,"(2681, 64511)",1
4865,"(5087, 26748)",1
4866,"(5301, 62962)",1
4867,"(5301, 63343)",1
4868,"(5881, 2807)",9
4869,"(2681, 26833)",5
4870,"(682, 26718)",1
4871,"(3474, 56438)",1
4872,"(11135, 2755)",1
4873,"(49, 66436)",1
4874,"(4889, 26789)",2
4875,"(11208, 34720)",1
4876,"(5351, 63708)",2
4877,"(2681, 64773)",3
4878,"(2667, 34720)",1
4879,"(399, 65282)",1
4880,"(4872, 26718)",1
4881,"(12872, 39991)",1
4882,"(12872, 56449)",2
4883,"(2681, 44277)",2
4884,"(2339, 64240)",1
4885,"(3199, 64240)",1
4886,"(2681, 30527)",1
4887,"(947, 66318)",1
4888,"(399, 66419)",1
4889,"(399, 66420)",1
4890,"(7757, 66325)",1
4891,"(11306, 26846)",1
4892,"(1263, 63354)",1
4893,"(211, 64248)",1
4894,"(9118, 4258)",1
4895,"(11099, 56432)",3
4896,"(3474, 66302)",3
4897,"(399, 26802)",2
4898,"(399, 67874)",1
4899,"(7432, 34748)",1
4900,"(399, 66412)",1
4901,"(3260, 64662)",1
4902,"(2235, 56421)",1
4903,"(2681, 56421)",1
4904,"(11227, 34727)",1
4905,"(414, 65988)",1
4906,"(5243, 65988)",1
4907,"(8240, 65988)",1
4908,"(11290, 65988)",1
4909,"(15396, 65988)",1
4910,"(5613, 63354)",1
4911,"(3474, 65551)",1
4912,"(2681, 52377)",6
4913,"(11122, 30497)",1
4914,"(4267, 65759)",1
4915,"(2681, 66420)",7
4916,"(6324, 19216)",1
4917,"(984, 63358)",1
4918,"(908, 65986)",3
4919,"(2681, 2792)",1
4920,"(3474, 62954)",1
4921,"(2681, 26777)",3
4922,"(11231, 64196)",1
4923,"(5087, 66359)",1
4924,"(878, 63019)",1
4925,"(3474, 56395)",1
4926,"(2681, 63849)",1
4927,"(3474, 63849)",1
4928,"(5301, 8703)",2
4929,"(2681, 63438)",1
4930,"(152, 30497)",1
4931,"(861, 30497)",1
4932,"(5121, 2286)",1
4933,"(5300, 30497)",1
4934,"(5542, 30497)",1
4935,"(11294, 65988)",1
4936,"(2353, 66411)",1
4937,"(3627, 66411)",1
4938,"(2650, 26789)",1
4939,"(6600, 26789)",1
4940,"(11269, 26789)",1
4941,"(11270, 26789)",1
4942,"(9875, 65904)",1
4943,"(1318, 66328)",1
4944,"(14287, 30529)",1
4945,"(1839, 56440)",1
4946,"(6752, 56399)",1
4947,"(6519, 2795)",1
4948,"(3652, 62821)",1
4949,"(5146, 62821)",1
4950,"(11098, 62821)",1
4951,"(9565, 26812)",1
4952,"(9565, 64928)",2
4953,"(890, 19217)",1
4954,"(332, 63344)",1
4955,"(77, 26816)",7
4956,"(984, 64372)",1
4957,"(1867, 64372)",1
4958,"(2787, 64372)",1
4959,"(2834, 64372)",1
4960,"(3627, 64372)",1
4961,"(5941, 64372)",2
4962,"(6740, 64372)",1
4963,"(14117, 64372)",1
4964,"(3072, 56398)",1
4965,"(1548, 2748)",1
4966,"(11128, 2748)",1
4967,"(11129, 2748)",1
4968,"(14266, 44277)",1
4969,"(8649, 62828)",1
4970,"(77, 64572)",3
4971,"(98, 26745)",1
4972,"(2814, 26745)",1
4973,"(3474, 63847)",3
4974,"(2681, 66340)",1
4975,"(3474, 66340)",1
4976,"(2412, 4267)",1
4977,"(1309, 26839)",1
4978,"(3627, 67500)",1
4979,"(3506, 26812)",1
4980,"(6170, 30529)",3
4981,"(6880, 26716)",1
4982,"(10487, 26778)",1
4983,"(6170, 26834)",1
4984,"(984, 26834)",3
4985,"(1096, 63357)",1
4986,"(3101, 67226)",1
4987,"(4460, 65910)",1
4988,"(399, 2789)",1
4989,"(4460, 52398)",1
4990,"(2026, 62821)",2
4991,"(2305, 62821)",1
4992,"(3474, 26706)",1
4993,"(4268, 63354)",1
4994,"(4933, 4258)",1
4995,"(4460, 26811)",1
4996,"(2681, 56425)",2
4997,"(5301, 62959)",1
